Comparison ID,Field,Predicted Value,Ground Truth Value,Match,Form Type
75,Field Count Check,Yes,Yes,True,IRS2
76,Employee Name,Calvin Reyes,Calvin Reyes,True,IRS2
76,Employer Name,Barrett PLC Inc,Barrett PLC Inc,True,IRS2
76,Wages and Tips,147067.81,147067.81,True,IRS2
76,Federal Income Tax Withheld,52046.25,52046.25,True,IRS2
76,Social Security Wages,161218.91,161218.91,True,IRS2
76,Medicare Wages and Tips,181620.91,181620.91,True,IRS2
76,State 1,OR,OR,True,IRS2
76,State 1 Wages and Tips,72611.82,72611.82,True,IRS2
76,State 1 Income Tax Withheld,6712.77,6712.77,True,IRS2
76,State 2,NH,NH,True,IRS2
76,State 2 Wages and Tips,67111.75,67111.75,True,IRS2
76,State 2 Income Tax Withheld,6854.35,6854.35,True,IRS2
76,Field Count Check,Yes,Yes,True,IRS2
77,Employee Name,David Jones,David Jones,True,IRS2
77,Employer Name,"Haynes, Brennan and Blair PLC","Haynes, Brennan and Blair PLC",True,IRS2
77,Wages and Tips,194025.01,194025.01,True,IRS2
77,Federal Income Tax Withheld,46212.80,46212.80,True,IRS2
77,Social Security Wages,247751.92,247751.92,True,IRS2
77,Medicare Wages and Tips,188421.16,188421.16,True,IRS2
77,State 1,WV,WV,True,IRS2
77,State 1 Wages and Tips,97840.06,97840.06,True,IRS2
77,State 1 Income Tax Withheld,7254.97,7254.97,True,IRS2
77,State 2,NC,NC,True,IRS2
77,State 2 Wages and Tips,91823.27,91823.27,True,IRS2
77,State 2 Income Tax Withheld,5340.65,5340.65,True,IRS2
77,Field Count Check,Yes,Yes,True,IRS2
78,Employee Name,Rebecca Rivera,Rebecca Rivera,True,IRS2
78,Employer Name,Martin LLC Ltd,Martin LLC Ltd,True,IRS2
78,Wages and Tips,115709.06,115709.06,True,IRS2
78,Federal Income Tax Withheld,34936.61,34936.61,True,IRS2
78,Social Security Wages,121233.55,121233.55,True,IRS2
78,Medicare Wages and Tips,88788.91,88788.91,True,IRS2
78,State 1,OH,OH,True,IRS2
78,State 1 Wages and Tips,62825.60,62825.60,True,IRS2
78,State 1 Income Tax Withheld,3967.71,3967.71,True,IRS2
78,State 2,ID,ID,True,IRS2
78,State 2 Wages and Tips,60027.45,60027.45,True,IRS2
78,State 2 Income Tax Withheld,3618.14,3618.14,True,IRS2
78,Field Count Check,Yes,Yes,True,IRS2
79,Employee Name,Matthew Dickerson,Matthew Dickerson,True,IRS2
79,Employer Name,"Flowers, Blanchard and Ibarra and Sons","Flowers, Blanchard and Ibarra and Sons",True,IRS2
79,Wages and Tips,229992.25,229992.25,True,IRS2
79,Federal Income Tax Withheld,50474.50,50474.50,True,IRS2
79,Social Security Wages,162171.50,162171.50,True,IRS2
79,Medicare Wages and Tips,267927.73,267927.73,True,IRS2
79,State 1,CA,CA,True,IRS2
79,State 1 Wages and Tips,123849.93,123849.93,True,IRS2
79,State 1 Income Tax Withheld,13091.17,13091.17,True,IRS2
79,State 2,OH,OH,True,IRS2
79,State 2 Wages and Tips,123325.91,123325.91,True,IRS2
79,State 2 Income Tax Withheld,10308.81,10308.81,True,IRS2
79,Field Count Check,Yes,Yes,True,IRS2
80,Employee Name,Alexander Arroyo,Alexander Arroyo,True,IRS2
80,Employer Name,Baxter and Sons Ltd,Baxter and Sons Ltd,True,IRS2
80,Wages and Tips,80898.06,80898.06,True,IRS2
80,Federal Income Tax Withheld,13910.36,13910.36,True,IRS2
80,Social Security Wages,60512.04,60512.04,True,IRS2
80,Medicare Wages and Tips,62060.33,62060.33,True,IRS2
80,State 1,KY,KY,True,IRS2
80,State 1 Wages and Tips,42482.44,42482.44,True,IRS2
80,State 1 Income Tax Withheld,1880.64,1880.64,True,IRS2
80,State 2,MA,MA,True,IRS2
80,State 2 Wages and Tips,41676.50,41676.50,True,IRS2
80,State 2 Income Tax Withheld,1615.49,1615.49,True,IRS2
80,Field Count Check,Yes,Yes,True,IRS2
81,Employee Name,Sarah Whitaker,Sarah Whitaker,True,IRS2
81,Employer Name,Serrano Group and Sons,Serrano Group and Sons,True,IRS2
81,Wages and Tips,85971.25,85971.25,True,IRS2
81,Federal Income Tax Withheld,27445.47,27445.47,True,IRS2
81,Social Security Wages,98821.52,98821.52,True,IRS2
81,Medicare Wages and Tips,94670.10,94670.10,True,IRS2
81,State 1,VT,VT,True,IRS2
81,State 1 Wages and Tips,43802.55,43802.55,True,IRS2
81,State 1 Income Tax Withheld,1765.91,1765.91,True,IRS2
81,State 2,AK,AK,True,IRS2
81,State 2 Wages and Tips,46555.30,46555.30,True,IRS2
81,State 2 Income Tax Withheld,1968.56,1968.56,True,IRS2
81,Field Count Check,Yes,Yes,True,IRS2
82,Employee Name,Ricky Burns,Ricky Burns,True,IRS2
82,Employer Name,Myers PLC PLC,Myers PLC PLC,True,IRS2
82,Wages and Tips,203764.35,203764.35,True,IRS2
82,Federal Income Tax Withheld,54201.20,54201.20,True,IRS2
82,Social Security Wages,196998.43,196998.43,True,IRS2
82,Medicare Wages and Tips,228510.68,228510.68,True,IRS2
82,State 1,KS,KS,True,IRS2
82,State 1 Wages and Tips,97298.44,97298.44,True,IRS2
82,State 1 Income Tax Withheld,6538.70,6538.70,True,IRS2
82,State 2,IL,IL,True,IRS2
82,State 2 Wages and Tips,105116.66,105116.66,True,IRS2
82,State 2 Income Tax Withheld,8006.19,8006.19,True,IRS2
82,Field Count Check,Yes,Yes,True,IRS2
83,Employee Name,Jennifer Marsh,Jennifer Marsh,True,IRS2
83,Employer Name,"Christian, Turner and Moreno LLC","Christian, Turner and Moreno LLC",True,IRS2
83,Wages and Tips,233867.03,233867.03,True,IRS2
83,Federal Income Tax Withheld,81441.80,81441.80,True,IRS2
83,Social Security Wages,242349.10,242349.10,True,IRS2
83,Medicare Wages and Tips,286051.20,286051.20,True,IRS2
83,State 1,CT,CT,True,IRS2
83,State 1 Wages and Tips,116725.06,116725.06,True,IRS2
83,State 1 Income Tax Withheld,11792.03,11792.03,True,IRS2
83,State 2,SD,SD,True,IRS2
83,State 2 Wages and Tips,117955.72,117955.72,True,IRS2
83,State 2 Income Tax Withheld,9628.93,9628.93,True,IRS2
83,Field Count Check,Yes,Yes,True,IRS2
84,Employee Name,Jason Smith,Jason Smith,True,IRS2
84,Employer Name,Hoover LLC Ltd,Hoover LLC Ltd,True,IRS2
84,Wages and Tips,202445.63,202445.63,True,IRS2
84,Federal Income Tax Withheld,69653.53,69653.53,True,IRS2
84,Social Security Wages,185177.48,185177.48,True,IRS2
84,Medicare Wages and Tips,178969.42,178969.42,True,IRS2
84,State 1,NV,NV,True,IRS2
84,State 1 Wages and Tips,96336.52,96336.52,True,IRS2
84,State 1 Income Tax Withheld,9600.97,9600.97,True,IRS2
84,State 2,AL,AL,True,IRS2
84,State 2 Wages and Tips,94043.84,94043.84,True,IRS2
84,State 2 Income Tax Withheld,6920.65,6920.65,True,IRS2
84,Field Count Check,Yes,Yes,True,IRS2
85,Employee Name,Tristan Humphrey,Tristan Humphrey,True,IRS2
85,Employer Name,Haynes-Krause and Sons,Haynes-Krause and Sons,True,IRS2
85,Wages and Tips,54250.52,54250.52,True,IRS2
85,Federal Income Tax Withheld,8440.40,8440.40,True,IRS2
85,Social Security Wages,68872.82,68872.82,True,IRS2
85,Medicare Wages and Tips,59878.45,59878.45,True,IRS2
85,State 1,CO,CO,True,IRS2
85,State 1 Wages and Tips,26650.81,26650.81,True,IRS2
85,State 1 Income Tax Withheld,3036.85,3036.85,True,IRS2
85,State 2,SD,SD,True,IRS2
85,State 2 Wages and Tips,25321.03,25321.03,True,IRS2
85,State 2 Income Tax Withheld,2550.87,2550.87,True,IRS2
85,Field Count Check,Yes,Yes,True,IRS2
86,Employee Name,Lisa Smith,Lisa Smith,True,IRS2
86,Employer Name,Greene-Armstrong Inc,Greene-Armstrong Inc,True,IRS2
86,Wages and Tips,51899.58,51899.58,True,IRS2
86,Federal Income Tax Withheld,13737.15,13737.15,True,IRS2
86,Social Security Wages,39810.38,39810.38,True,IRS2
86,Medicare Wages and Tips,67405.22,67405.22,True,IRS2
86,State 1,WI,WI,True,IRS2
86,State 1 Wages and Tips,24571.09,24571.09,True,IRS2
86,State 1 Income Tax Withheld,1296.39,1296.39,True,IRS2
86,State 2,AZ,AZ,True,IRS2
86,State 2 Wages and Tips,24039.58,24039.58,True,IRS2
86,State 2 Income Tax Withheld,1337.67,1337.67,True,IRS2
86,Field Count Check,Yes,Yes,True,IRS2
87,Employee Name,Joshua Lawson,Joshua Lawson,True,IRS2
87,Employer Name,Watson and Sons Group,Watson and Sons Group,True,IRS2
87,Wages and Tips,225171.82,225171.82,True,IRS2
87,Federal Income Tax Withheld,76269.53,76269.53,True,IRS2
87,Social Security Wages,181690.14,181690.14,True,IRS2
87,Medicare Wages and Tips,238817.27,238817.27,True,IRS2
87,State 1,KY,KY,True,IRS2
87,State 1 Wages and Tips,123243.77,123243.77,True,IRS2
87,State 1 Income Tax Withheld,7138.14,7138.14,True,IRS2
87,State 2,NH,NH,True,IRS2
87,State 2 Wages and Tips,120737.10,120737.10,True,IRS2
87,State 2 Income Tax Withheld,7032.74,7032.74,True,IRS2
87,Field Count Check,Yes,Yes,True,IRS2
88,Employee Name,John Steele,John Steele,True,IRS2
88,Employer Name,Gonzales-White Inc,Gonzales-White Inc,True,IRS2
88,Wages and Tips,89105.67,89105.67,True,IRS2
88,Federal Income Tax Withheld,21886.27,21886.27,True,IRS2
88,Social Security Wages,87122.80,87122.80,True,IRS2
88,Medicare Wages and Tips,75930.08,75930.08,True,IRS2
88,State 1,GA,GA,True,IRS2
88,State 1 Wages and Tips,40284.02,40284.02,True,IRS2
88,State 1 Income Tax Withheld,2755.73,2755.73,True,IRS2
88,State 2,AZ,AZ,True,IRS2
88,State 2 Wages and Tips,42383.82,42383.82,True,IRS2
88,State 2 Income Tax Withheld,2393.18,2393.18,True,IRS2
88,Field Count Check,Yes,Yes,True,IRS2
89,Employee Name,Curtis Cunningham,Curtis Cunningham,True,IRS2
89,Employer Name,"Walker, Hall and Rodriguez Group","Walker, Hall and Rodriguez Group",True,IRS2
89,Wages and Tips,93819.93,93819.93,True,IRS2
89,Federal Income Tax Withheld,26578.19,26578.19,True,IRS2
89,Social Security Wages,117410.45,117410.45,True,IRS2
89,Medicare Wages and Tips,66253.85,66253.85,True,IRS2
89,State 1,NC,NC,True,IRS2
89,State 1 Wages and Tips,44761.69,44761.69,True,IRS2
89,State 1 Income Tax Withheld,3401.69,3401.69,True,IRS2
89,State 2,DC,DC,True,IRS2
89,State 2 Wages and Tips,49335.01,49335.01,True,IRS2
89,State 2 Income Tax Withheld,4026.58,4026.58,True,IRS2
89,Field Count Check,Yes,Yes,True,IRS2
90,Employee Name,Dr. Holly,Dr. Holly,True,IRS2
90,Employer Name,McCall-Walker and Sons,Mccall-Walker and Sons,False,IRS2
90,Wages and Tips,101903.04,101903.04,True,IRS2
90,Federal Income Tax Withheld,26861.96,26861.96,True,IRS2
90,Social Security Wages,79000.89,79000.89,True,IRS2
90,Medicare Wages and Tips,78819.95,78819.95,True,IRS2
90,State 1,MI,MI,True,IRS2
90,State 1 Wages and Tips,52978.50,52978.50,True,IRS2
90,State 1 Income Tax Withheld,5037.37,5037.37,True,IRS2
90,State 2,KS,KS,True,IRS2
90,State 2 Wages and Tips,51029.63,51029.63,True,IRS2
90,State 2 Income Tax Withheld,5646.74,5646.74,True,IRS2
90,Field Count Check,Yes,Yes,True,IRS2
91,Employee Name,Wesley Peterson,Wesley Peterson,True,IRS2
91,Employer Name,Beck Inc Group,Beck Inc Group,True,IRS2
91,Wages and Tips,160427.52,160427.52,True,IRS2
91,Federal Income Tax Withheld,35711.58,35711.58,True,IRS2
91,Social Security Wages,121661.33,121661.33,True,IRS2
91,Medicare Wages and Tips,117120.30,117120.30,True,IRS2
91,State 1,VT,VT,True,IRS2
91,State 1 Wages and Tips,73891.82,73891.82,True,IRS2
91,State 1 Income Tax Withheld,6448.04,6448.04,True,IRS2
91,State 2,MI,MI,True,IRS2
91,State 2 Wages and Tips,86479.19,86479.19,True,IRS2
91,State 2 Income Tax Withheld,7982.78,7982.78,True,IRS2
91,Field Count Check,Yes,Yes,True,IRS2
92,Employee Name,Nicole Maddox,Nicole Maddox,True,IRS2
92,Employer Name,Clark-Mitchell Ltd,Clark-Mitchell Ltd,True,IRS2
92,Wages and Tips,176877.11,176877.11,True,IRS2
92,Federal Income Tax Withheld,43477.44,43477.44,True,IRS2
92,Social Security Wages,182401.22,182401.22,True,IRS2
92,Medicare Wages and Tips,210786.83,210786.83,True,IRS2
92,State 1,NM,NM,True,IRS2
92,State 1 Wages and Tips,80672.23,80672.23,True,IRS2
92,State 1 Income Tax Withheld,6009.27,6009.27,True,IRS2
92,State 2,CT,CT,True,IRS2
92,State 2 Wages and Tips,88443.18,88443.18,True,IRS2
92,State 2 Income Tax Withheld,5488.40,5488.40,True,IRS2
92,Field Count Check,Yes,Yes,True,IRS2
93,Employee Name,Jeremy Lowe,Jeremy Lowe,True,IRS2
93,Employer Name,"Smith, Reeves and Conner and Sons","Smith, Reeves and Conner and Sons",True,IRS2
93,Wages and Tips,68515.40,68515.40,True,IRS2
93,Federal Income Tax Withheld,15596.90,15596.90,True,IRS2
93,Social Security Wages,81946.49,81946.49,True,IRS2
93,Medicare Wages and Tips,87936.48,87936.48,True,IRS2
93,State 1,IA,IA,True,IRS2
93,State 1 Wages and Tips,35021.25,35021.25,True,IRS2
93,State 1 Income Tax Withheld,2379.01,2379.01,True,IRS2
93,State 2,NE,NE,True,IRS2
93,State 2 Wages and Tips,33095.23,33095.23,True,IRS2
93,State 2 Income Tax Withheld,2263.17,2263.17,True,IRS2
93,Field Count Check,Yes,Yes,True,IRS2
94,Employee Name,Suzanne Martinez,Suzanne Martinez,True,IRS2
94,Employer Name,Gray and Sons PLC,Gray and Sons PLC,True,IRS2
94,Wages and Tips,172752.16,172752.16,True,IRS2
94,Federal Income Tax Withheld,54266.82,54266.82,True,IRS2
94,Social Security Wages,205127.45,205127.45,True,IRS2
94,Medicare Wages and Tips,157684.51,157684.51,True,IRS2
94,State 1,WY,WY,True,IRS2
94,State 1 Wages and Tips,87406.34,87406.34,True,IRS2
94,State 1 Income Tax Withheld,6095.48,6095.48,True,IRS2
94,State 2,CT,CT,True,IRS2
94,State 2 Wages and Tips,87656.50,87656.50,True,IRS2
94,State 2 Income Tax Withheld,7092.02,7092.02,True,IRS2
94,Field Count Check,Yes,Yes,True,IRS2
95,Employee Name,Travis Preston,Travis Preston,True,IRS2
95,Employer Name,Mitchell-Turner PLC,Mitchell-Turner PLC,True,IRS2
95,Wages and Tips,203772.26,203772.26,True,IRS2
95,Federal Income Tax Withheld,62909.72,62909.72,True,IRS2
95,Social Security Wages,221226.36,221226.36,True,IRS2
95,Medicare Wages and Tips,237781.83,237781.83,True,IRS2
95,State 1,MA,MA,True,IRS2
95,State 1 Wages and Tips,92036.38,92036.38,True,IRS2
95,State 1 Income Tax Withheld,3492.23,3492.23,True,IRS2
95,State 2,NV,NV,True,IRS2
95,State 2 Wages and Tips,109666.73,109666.73,True,IRS2
95,State 2 Income Tax Withheld,4315.88,4315.88,True,IRS2
95,Field Count Check,Yes,Yes,True,IRS2
96,Employee Name,Jacob Skinner,Jacob Skinner,True,IRS2
96,Employer Name,Walker-Howard Inc,Walker-Howard Inc,True,IRS2
96,Wages and Tips,48791.84,48791.84,True,IRS2
96,Federal Income Tax Withheld,16579.87,16579.87,True,IRS2
96,Social Security Wages,47063.08,47063.08,True,IRS2
96,Medicare Wages and Tips,48337.27,48337.27,True,IRS2
96,State 1,WV,WV,True,IRS2
96,State 1 Wages and Tips,26168.10,26168.10,True,IRS2
96,State 1 Income Tax Withheld,2616.16,2616.16,True,IRS2
96,State 2,FL,FL,True,IRS2
96,State 2 Wages and Tips,26061.77,26061.77,True,IRS2
96,State 2 Income Tax Withheld,2128.68,2128.68,True,IRS2
96,Field Count Check,Yes,Yes,True,IRS2
97,Employee Name,Ronnie Maxwell,Ronnie Maxwell,True,IRS2
97,Employer Name,"Henson, Harrison and Greene Ltd","Henson, Harrison and Greene Ltd",True,IRS2
97,Wages and Tips,48294.26,48294.26,True,IRS2
97,Federal Income Tax Withheld,15660.31,15660.31,True,IRS2
97,Social Security Wages,56238.10,56238.10,True,IRS2
97,Medicare Wages and Tips,56653.33,56653.33,True,IRS2
97,State 1,GA,GA,True,IRS2
97,State 1 Wages and Tips,23253.28,23253.28,True,IRS2
97,State 1 Income Tax Withheld,1716.13,1716.13,True,IRS2
97,State 2,MS,MS,True,IRS2
97,State 2 Wages and Tips,23129.25,23129.25,True,IRS2
97,State 2 Income Tax Withheld,2296.72,2296.72,True,IRS2
97,Field Count Check,Yes,Yes,True,IRS2
98,Employee Name,Lisa Patterson,Lisa Patterson,True,IRS2
98,Employer Name,"Elliott, West and Gilmore Group","Elliott, West and Gilmore Group",True,IRS2
98,Wages and Tips,60041.29,60041.29,True,IRS2
98,Federal Income Tax Withheld,8052.07,8052.07,True,IRS2
98,Social Security Wages,44181.00,44181.00,True,IRS2
98,Medicare Wages and Tips,53225.47,53225.47,True,IRS2
98,State 1,AK,AK,True,IRS2
98,State 1 Wages and Tips,30117.46,30117.46,True,IRS2
98,State 1 Income Tax Withheld,1884.28,1884.28,True,IRS2
98,State 2,DE,DE,True,IRS2
98,State 2 Wages and Tips,28594.56,28594.56,True,IRS2
98,State 2 Income Tax Withheld,2014.73,2014.73,True,IRS2
98,Field Count Check,Yes,Yes,True,IRS2
99,Employee Name,Katrina Lopez,Katrina Lopez,True,IRS2
99,Employer Name,Wilson Group PLC,Wilson Group PLC,True,IRS2
99,Wages and Tips,183276.33,183276.33,True,IRS2
99,Federal Income Tax Withheld,63293.77,63293.77,True,IRS2
99,Social Security Wages,163872.60,163872.60,True,IRS2
99,Medicare Wages and Tips,152346.22,152346.22,True,IRS2
99,State 1,TX,TX,True,IRS2
99,State 1 Wages and Tips,87817.70,87817.70,True,IRS2
99,State 1 Income Tax Withheld,4166.46,4166.46,True,IRS2
99,State 2,GA,GA,True,IRS2
99,State 2 Wages and Tips,89289.92,89289.92,True,IRS2
99,State 2 Income Tax Withheld,4839.76,4839.76,True,IRS2
99,Field Count Check,Yes,Yes,True,IRS2
